,Name,Nationality,Nationality_codes,Gender,Gender_codes,Discipline,Discipline_codes,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day,Year,month,experience_dive,experience_discipline
3822,Kel Clarin,PHL,71,M,1,CWT,1,55.0,55.0,WHITE,55.0,Ok,AIDA Panglao Depth Championship 2022,Depth Competition,2022-06-26,2022,6,6,3
3823,Kel Clarin,PHL,71,M,1,FIM,3,60.0,60.0,WHITE,60.0,Ok,AIDA DOUBLE K x COCOCHELO DEEP COMPETITION  (Manila) 1th,Depth Competition,2024-06-30,2024,6,7,2
3824,Ken Gerodias,PHL,71,M,1,CNF,0,40.0,40.0,WHITE,40.0,Ok,AIDA Panglao Depth Championship - Event 4,Depth Competition,2021-08-13,2021,8,1,1
3825,Ken Gerodias,PHL,71,M,1,CWTB,2,42.0,42.0,WHITE,42.0,Ok,AIDA Panglao Depth Championship - Event 4,Depth Competition,2021-08-15,2021,8,2,1
3826,Ken Gerodias,PHL,71,M,1,CWT,1,48.0,48.0,WHITE,48.0,Ok,AIDA Panglao Depth Championship 2022 - Encore!,Depth Competition,2022-09-17,2022,9,3,1
3827,Ken Gerodias,PHL,71,M,1,FIM,3,45.0,45.0,WHITE,45.0,Ok,AIDA Panglao Depth Championship 2022 - Encore!,Depth Competition,2022-09-18,2022,9,4,1
3828,Ken Gerodias,PHL,71,M,1,CNF,0,45.0,35.0,YELLOW,24.0,No tag,AIDA DOUBLE K x COCOCHELO DEEP COMPETITION  (Manila) 1th,Depth Competition,2024-06-30,2024,6,5,2
3829,Ken Gerodias,PHL,71,M,1,CWT,1,65.0,43.0,YELLOW,20.0,No tag,AIDA MABINI MINI DEPTH QUEST,Depth Competition,2024-08-17,2024,8,6,2
3830,Ken Gerodias,PHL,71,M,1,CNF,0,45.0,45.0,WHITE,45.0,Ok,AIDA Mabini Depth Quest: September Mini Competition - I,Depth Competition,2024-09-21,2024,9,7,3
3831,Ken Gerodias,PHL,71,M,1,CNF,0,50.0,24.0,RED,0.0,"No tag,under ap,dqother",AIDA OLP MABINI DEPTH COMPETITION,Depth Competition,2024-09-28,2024,9,8,4
3832,Ken Gerodias,PHL,71,M,1,CNF,0,51.0,31.0,RED,0.0,"No tag,under ap,dqpull",AIDA MABINI DEPTH QUEST — Lawom x Pacific Blue,Depth Competition,2024-11-01,2024,11,9,5
3833,Ken Gerodias,PHL,71,M,1,CNF,0,51.0,41.0,YELLOW,30.0,"No tag,under ap",AIDA MABINI DEPTH QUEST — Lawom x Pacific Blue,Depth Competition,2024-11-02,2024,11,10,6
3834,Ken Gerodias,PHL,71,M,1,CNF,0,52.0,47.0,RED,0.0,"No tag,under ap,dqbo-uw",AIDA MABINI DEPTH QUEST — Lawom x Pacific Blue,Depth Competition,2024-11-03,2024,11,11,7
3835,Ken Kiriyama,JPN,48,M,1,CWTB,2,66.0,66.0,WHITE,66.0,Ok,SuperHOME CUP 2019 Freediving Competition,Depth Competition,2019-05-10,2019,5,1,1
3836,Ken Kiriyama,JPN,48,M,1,CWTB,2,75.0,63.0,YELLOW,50.0,"Rpap,no tag",AIDA Freediving World CUP Mini Competition May 2022,Depth Competition,2022-05-25,2022,5,2,2
3837,Ken Kiriyama,JPN,48,M,1,CWTB,2,75.0,56.0,YELLOW,36.0,"Rpap,no tag",AIDA Freediving World CUP Mini Competition May 2022,Depth Competition,2022-05-26,2022,5,3,3
3838,Ken Kiriyama,JPN,48,M,1,CNF,0,60.0,60.0,WHITE,60.0,Ok,AIDA Asian Freediving Cup 2023,Depth Competition,2023-06-11,2023,6,4,1
3839,Ken Kiriyama,JPN,48,M,1,CNF,0,64.0,64.0,RED,0.0,Dqbo-surface,AIDA Asian Freediving Cup 2023,Depth Competition,2023-06-13,2023,6,5,2
3840,Ken Kiriyama,JPN,48,M,1,CWTB,2,80.0,78.0,RED,0.0,"No tag,under ap,dqother,dqpull",AIDA Asian Freediving Cup 2023,Depth Competition,2023-06-15,2023,6,6,4
3841,Ken Kiriyama,JPN,48,M,1,CWTB,2,80.0,62.0,YELLOW,43.0,"No tag,under ap",AIDA Asian Freediving Cup 2023,Depth Competition,2023-06-17,2023,6,7,5
3842,Ken Kiriyama,JPN,48,M,1,CNF,0,68.0,56.0,RED,0.0,"No tag,under ap,dqpull",Poseidon Games - AIDA Depth Challenge,Depth Competition,2023-08-11,2023,8,8,3
3843,Ken Kiriyama,JPN,48,M,1,CNF,0,68.0,68.0,RED,0.0,"Dqbo-uw,dqpull",Poseidon Games - AIDA Depth Challenge,Depth Competition,2023-08-13,2023,8,9,4
3844,Kermarec Arthur,FRA,31,M,1,FIM,3,25.0,25.0,WHITE,25.0,Ok,Depth World Championship,Depth Competition,2024-08-18,2024,8,1,1
3845,Kervy Paham,PHL,71,M,1,CWTB,2,50.0,50.0,WHITE,50.0,Ok,AIDA 2ND PHILIPPINE DEPTH NATIONAL CHAMPIONSHIP,Depth Competition,2023-11-10,2023,11,1,1
3846,Kervy Paham,PHL,71,M,1,FIM,3,45.0,45.0,WHITE,45.0,Ok,AIDA 2ND PHILIPPINE DEPTH NATIONAL CHAMPIONSHIP,Depth Competition,2023-11-11,2023,11,2,1
3847,Kervy Paham,PHL,71,M,1,CWT,1,52.0,52.0,WHITE,52.0,Ok,AIDA 2ND PHILIPPINE DEPTH NATIONAL CHAMPIONSHIP,Depth Competition,2023-11-12,2023,11,3,1
3848,Keuna Kim,KOR,51,F,0,CWTB,2,28.0,28.0,WHITE,28.0,Ok,AIDA PANGLAO DEPTH GAMES,Depth Competition,2022-08-13,2022,8,1,1
3849,Keuna Kim,KOR,51,F,0,FIM,3,28.0,28.0,WHITE,28.0,Ok,AIDA PANGLAO DEPTH GAMES,Depth Competition,2022-08-14,2022,8,2,1
3850,Keuna Kim,KOR,51,F,0,CWTB,2,33.0,33.0,WHITE,33.0,Ok,AIDA PANGLAO DEPTH GAMES,Depth Competition,2022-10-08,2022,10,3,2
3851,Keuna Kim,KOR,51,F,0,FIM,3,33.0,33.0,WHITE,33.0,Ok,AIDA PANGLAO DEPTH GAMES,Depth Competition,2022-10-09,2022,10,4,2
3852,Keven Soucy,CAN,14,M,1,CWTB,2,26.0,26.0,WHITE,26.0,Ok,AIDA 4th Event of the Circuit des 4 Epreuves ApneaCity 2018-19,Mixed Competition,2019-09-01,2019,9,1,1
3853,Khaled Elgammal,EGY,27,M,1,FIM,3,80.0,80.0,WHITE,80.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18,2020,10,1,1
3854,Khaled Elgammal,EGY,27,M,1,CWT,1,94.0,94.0,WHITE,94.0,Ok,AIDA Freediving World CUP Mini Competition May 2022,Depth Competition,2022-05-25,2022,5,2,1
3855,Khaled Elgammal,EGY,27,M,1,FIM,3,100.0,100.0,WHITE,100.0,Ok,AIDA Freediving World CUP Mini Competition May 2022,Depth Competition,2022-05-26,2022,5,3,2
3856,Khaled Elgammal,EGY,27,M,1,CNF,0,66.0,66.0,WHITE,66.0,Ok,AIDA Freediving World CUP Mini Competition May 2022,Depth Competition,2022-05-28,2022,5,4,1
3857,Khaled Elgammal,EGY,27,M,1,CWTB,2,88.0,88.0,WHITE,88.0,Ok,AIDA Freediving World CUP Mini Competition May 2022,Depth Competition,2022-05-29,2022,5,5,1
3858,Khaled Elgammal,EGY,27,M,1,FIM,3,94.0,94.0,WHITE,94.0,Ok,Andrea Zuccari AIDA World Cup,Depth Competition,2023-10-09,2023,10,6,3
3859,Khaled Elgammal,EGY,27,M,1,CWTB,2,94.0,94.0,WHITE,94.0,Ok,Andrea Zuccari AIDA World Cup,Depth Competition,2023-10-10,2023,10,7,2
3860,Khaled Elgammal,EGY,27,M,1,CNF,0,56.0,56.0,WHITE,56.0,Ok,Andrea Zuccari AIDA World Cup,Depth Competition,2023-10-14,2023,10,8,2
3861,Khaled Elgammal,EGY,27,M,1,CWT,1,102.0,102.0,WHITE,102.0,Ok,Andrea Zuccari AIDA World Cup,Depth Competition,2023-10-16,2023,10,9,2
3862,Ki Young Kim,NZL,68,M,1,CWTB,2,40.0,40.0,WHITE,40.0,Ok,Poseidon Games - AIDA Depth Challenge,Depth Competition,2023-08-11,2023,8,1,1
3863,Ki Young Kim,NZL,68,M,1,FIM,3,40.0,40.0,WHITE,40.0,Ok,Poseidon Games - AIDA Depth Challenge,Depth Competition,2023-08-12,2023,8,2,1
3864,Ki Young Kim,NZL,68,M,1,CWT,1,45.0,45.0,WHITE,45.0,Ok,Poseidon Games - AIDA Depth Challenge,Depth Competition,2023-08-13,2023,8,3,1
3865,Kiback Lee,KOR,51,M,1,FIM,3,35.0,35.0,WHITE,35.0,Ok,"Naked Blue Challenge, Masters` edition",Depth Competition,2024-10-12,2024,10,1,1
3866,Kiback Lee,KOR,51,M,1,CWTB,2,40.0,34.0,YELLOW,27.0,No tag,"Naked Blue Challenge, Masters` edition",Depth Competition,2024-10-13,2024,10,2,1
3867,Kigun Lee,KOR,51,M,1,FIM,3,72.0,72.0,WHITE,72.0,Ok,AIDA Dahab Championship  2nd,Depth Competition,2019-09-02,2019,9,1,1
3868,Kihun Kim,KOR,51,M,1,CWT,1,47.0,47.0,WHITE,47.0,Ok,AIDA Jeju Depth Games 2024,Depth Competition,2024-09-28,2024,9,1,1
3869,Kim Daehyun,KOR,51,M,1,CWT,1,73.0,73.0,RED,0.0,Dqbo-surface,AIDA DOUBLE K DEEP CHALLANGE (CEBU IDA) 8th,Depth Competition,2024-03-07,2024,3,1,1
3870,Kim Daehyun,KOR,51,M,1,CWT,1,73.0,73.0,RED,0.0,Dqbo-surface,AIDA DOUBLE K DEEP CHALLANGE (CEBU IDA) 8th,Depth Competition,2024-03-08,2024,3,2,2
3871,Kim Daehyun,KOR,51,M,1,CWT,1,71.0,71.0,WHITE,71.0,Ok,AIDA DOUBLE K DEEP CHALLANGE (CEBU IDA) 8th,Depth Competition,2024-03-09,2024,3,3,3
3872,Kim Daehyun,KOR,51,M,1,FIM,3,52.0,52.0,WHITE,52.0,Ok,AIDA DOUBLE K DEEP CHALLANGE (CEBU IDA) 8th,Depth Competition,2024-03-10,2024,3,4,1
3873,Kim Daehyun,KOR,51,M,1,CWT,1,76.0,64.0,YELLOW,51.0,"No tag,under ap",AIDA 1ST DOUBLE K IDA DEPTH CHAMPIONSHIP,Depth Competition,2024-10-05,2024,10,5,4
3874,Kim Dahlgren,SWE,82,M,1,CNF,0,56.0,56.0,RED,0.0,"Dqsp,dqairways",Depth World Championship,Depth Competition,2024-09-07,2024,9,1,1
3875,Kim Dahlgren,SWE,82,M,1,CWTB,2,82.0,82.0,WHITE,82.0,Ok,Depth World Championship,Depth Competition,2024-09-10,2024,9,2,1
3876,Kim Dahlgren,SWE,82,M,1,CWT,1,90.0,75.0,YELLOW,59.0,"UNDER AP,no tag",Depth World Championship,Depth Competition,2024-09-14,2024,9,3,1
3877,Kim Dahlgren,SWE,82,M,1,FIM,3,80.0,80.0,WHITE,80.0,Ok,Depth World Championship,Depth Competition,2024-09-15,2024,9,4,1
3878,Kim Gyung Hoon,KOR,51,M,1,CWTB,2,41.0,41.0,WHITE,41.0,Ok,7th Korea Cup Series AIDA Team Competition,Mixed Competition,2023-10-22,2023,10,1,1
3879,Kim Haein,KOR,51,F,0,FIM,3,51.0,51.0,RED,0.0,Dqsp,AIDA 1ST DOUBLE K IDA DEPTH CHAMPIONSHIP,Depth Competition,2024-10-05,2024,10,1,1
3880,Kim Hakyoung,KOR,51,F,0,CWTB,2,25.0,25.0,WHITE,25.0,Ok,2022 AIDA One-breath Club Depth Festival,Depth Competition,2022-09-17,2022,9,1,1
3881,Kim Hoyeong,KOR,51,M,1,CWTB,2,31.0,31.0,WHITE,31.0,Ok,AIDA PANGLAO DEPTH GAMES,Depth Competition,2022-08-13,2022,8,1,1
3882,Kim Hoyeong,KOR,51,M,1,FIM,3,35.0,31.0,YELLOW,26.0,No tag,AIDA PANGLAO DEPTH GAMES,Depth Competition,2022-08-14,2022,8,2,1
3883,Kim Seongjun,KOR,51,M,1,CWTB,2,50.0,50.0,WHITE,50.0,Ok,AIDA DahabApnea April2021,Depth Competition,2021-04-04,2021,4,1,1
3884,Kira Tulupova,ISR,45,F,0,FIM,3,38.0,30.0,YELLOW,21.0,"No tag,rp<ap",AIDA Lazurnaya Glubina 2021,Depth Competition,2021-07-18,2021,7,1,1
3885,Kira Tulupova,ISR,45,F,0,CWT,1,41.0,41.0,WHITE,41.0,Ok,Depth World Championship,Depth Competition,2022-06-17,2022,6,2,1
3886,Kira Tulupova,ISR,45,F,0,FIM,3,45.0,45.0,WHITE,45.0,Ok,Depth World Championship,Depth Competition,2022-06-18,2022,6,3,2
3887,Kirill Blinovskii,RUS,77,M,1,FIM,3,73.0,73.0,WHITE,73.0,Ok,Russian Open depth Championship 2019,Depth Competition,2019-05-21,2019,5,1,1
3888,Kirill Blinovskii,RUS,77,M,1,CWT,1,71.0,63.0,YELLOW,54.0,"No tag,rp<ap",Russian Open depth Championship 2019,Depth Competition,2019-05-22,2019,5,2,1
3889,Kirill Blinovskii,RUS,77,M,1,CNF,0,52.0,52.0,RED,0.0,Dqsp,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18,2020,10,3,1
3890,Kirill Blinovskii,RUS,77,M,1,FIM,3,75.0,75.0,WHITE,75.0,Ok,AIDA DahabApnea April2021,Depth Competition,2021-04-04,2021,4,4,2
3891,Kirra Chen,TPE,85,F,0,CWTB,2,46.0,46.0,WHITE,46.0,Ok,AIDA Taiwanese Cup 2024,Depth Competition,2024-03-18,2024,3,1,1
3892,Kirt Patrick Paraiso,PHL,71,M,1,FIM,3,40.0,40.0,WHITE,40.0,Ok,AIDA MABINI MINI DEPTH QUEST,Depth Competition,2024-08-17,2024,8,1,1
3893,Kisun Jung,KOR,51,F,0,FIM,3,35.0,35.0,RED,0.0,Dqsp,1st Freedivingfriends Cup AIDA Depth Challenge at Bohol,Depth Competition,2024-04-21,2024,4,1,1
3894,Kisun Jung,KOR,51,F,0,CWTB,2,40.0,35.0,YELLOW,29.0,"No tag,under ap",1st Freedivingfriends Cup AIDA Depth Challenge at Bohol,Depth Competition,2024-04-21,2024,4,2,1
3895,Kiwon Ho,KOR,51,M,1,CNF,0,45.0,45.0,RED,0.0,Dqsp,2022 AIDA One-breath Club Depth Festival,Depth Competition,2022-09-17,2022,9,1,1
3896,Klaus Simonsen,DEN,25,M,1,CWTB,2,48.0,48.0,WHITE,48.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-15,2023,5,1,1
3897,Klaus Simonsen,DEN,25,M,1,CWT,1,52.0,52.0,WHITE,52.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-16,2023,5,2,1
3898,Klaus Simonsen,DEN,25,M,1,CWTB,2,55.0,55.0,WHITE,55.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-18,2023,5,3,2
3899,Klaus Simonsen,DEN,25,M,1,CWTB,2,59.0,59.0,WHITE,59.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-19,2023,5,4,3
3900,Klaus Simonsen,DEN,25,M,1,CWTB,2,61.0,50.0,YELLOW,38.0,"Rpap,no tag",AIDA Freediving World Cup May 2023,Depth Competition,2023-05-21,2023,5,5,4
3901,Klaus Simonsen,DEN,25,M,1,CWTB,2,61.0,61.0,WHITE,61.0,Ok,AIDA Freediving World Cup May 2023,Depth Competition,2023-05-22,2023,5,6,5
3902,Klaus Simonsen,DEN,25,M,1,CWTB,2,64.0,48.0,YELLOW,31.0,"No tag,under ap",Andrea Zuccari AIDA World Cup,Depth Competition,2023-10-09,2023,10,7,6
3903,Klaus Simonsen,DEN,25,M,1,CWTB,2,67.0,67.0,WHITE,67.0,Ok,Andrea Zuccari AIDA World Cup,Depth Competition,2023-10-10,2023,10,8,7
3904,Klaus Simonsen,DEN,25,M,1,CWTB,2,72.0,55.0,YELLOW,37.0,"No tag,under ap",Andrea Zuccari AIDA World Cup,Depth Competition,2023-10-15,2023,10,9,8
3905,Klaus Simonsen,DEN,25,M,1,CWTB,2,69.0,69.0,WHITE,69.0,Ok,Aida Freediving World Cup May,Depth Competition,2024-05-16,2024,5,10,9
3906,Klaus Simonsen,DEN,25,M,1,FIM,3,72.0,28.0,YELLOW,0.0,"No tag,under ap",Aida Freediving World Cup May,Depth Competition,2024-05-17,2024,5,11,1
3907,Klaus Simonsen,DEN,25,M,1,FIM,3,72.0,16.0,RED,0.0,"No tag,under ap,dqsp",Aida Freediving World Cup May,Depth Competition,2024-05-19,2024,5,12,2
3908,Klaus Simonsen,DEN,25,M,1,CWTB,2,72.0,33.0,YELLOW,0.0,"No tag,under ap",Aida Freediving World Cup May,Depth Competition,2024-05-21,2024,5,13,10
3909,Ko-Hsun Wang,TPE,85,M,1,FIM,3,47.0,47.0,WHITE,47.0,Ok,Secretblue AIDA Freediving depth competition,Depth Competition,2023-03-25,2023,3,1,1
3910,Kohei Takahashi,JPN,48,M,1,CWT,1,46.0,46.0,WHITE,46.0,Ok,AIDA The11th Yebis cup by team MUGEN,Depth Competition,2022-09-24,2022,9,1,1
3911,Komtanoo Pinpimai,THA,84,M,1,FIM,3,83.0,83.0,WHITE,83.0,Ok,AIDA PANGLAO DEPTH GAMES,Depth Competition,2022-06-18,2022,6,1,1
3912,Komtanoo Pinpimai,THA,84,M,1,CWT,1,88.0,88.0,WHITE,88.0,Ok,AIDA PANGLAO DEPTH GAMES,Depth Competition,2022-06-19,2022,6,2,1
3913,Komtanoo Pinpimai,THA,84,M,1,CWT,1,92.0,92.0,WHITE,92.0,Ok,AIDA Panglao Depth Championship 2022,Depth Competition,2022-06-22,2022,6,3,2
3914,Komtanoo Pinpimai,THA,84,M,1,CWT,1,97.0,97.0,WHITE,97.0,Ok,AIDA Panglao Depth Championship 2022,Depth Competition,2022-06-24,2022,6,4,3
3915,Komtanoo Pinpimai,THA,84,M,1,CWT,1,100.0,100.0,WHITE,100.0,Ok,AIDA Panglao Depth Championship 2022,Depth Competition,2022-06-26,2022,6,5,4
3916,Komtanoo Pinpimai,THA,84,M,1,CWT,1,103.0,103.0,WHITE,103.0,Ok,AIDA PANGLAO DEPTH GAMES,Depth Competition,2022-07-16,2022,7,6,5
3917,Komtanoo Pinpimai,THA,84,M,1,CWT,1,108.0,94.0,YELLOW,79.0,"No tag,under ap",AIDA PANGLAO DEPTH GAMES,Depth Competition,2022-07-17,2022,7,7,6
3918,Komtanoo Pinpimai,THA,84,M,1,FIM,3,88.0,88.0,WHITE,88.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-27,2023,6,8,2
3919,Komtanoo Pinpimai,THA,84,M,1,CWT,1,102.0,98.0,YELLOW,93.0,"No tag,under ap",11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-28,2023,6,9,7
3920,Komtanoo Pinpimai,THA,84,M,1,CWT,1,104.0,96.0,RED,0.0,"No tag,under ap,dqsp",11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-29,2023,6,10,8
3921,Komtanoo Pinpimai,THA,84,M,1,CWT,1,104.0,104.0,WHITE,104.0,Ok,AIDA Panglao Depth Championship - Prelude,Depth Competition,2023-07-07,2023,7,11,9
3922,Komtanoo Pinpimai,THA,84,M,1,FIM,3,90.0,90.0,WHITE,90.0,Ok,AIDA Panglao Depth Championship - Prelude,Depth Competition,2023-07-08,2023,7,12,3
3923,Komtanoo Pinpimai,THA,84,M,1,CWT,1,106.0,106.0,WHITE,106.0,Ok,AIDA Panglao Depth Championship - Prelude,Depth Competition,2023-07-10,2023,7,13,10
3924,Komtanoo Pinpimai,THA,84,M,1,CWT,1,85.0,81.0,YELLOW,76.0,"Pen, early turn and no tag",Depth World Championship,Depth Competition,2023-09-16,2023,9,14,11
3925,Komtanoo Pinpimai,THA,84,M,1,FIM,3,92.0,82.0,RED,0.0,"No tag,under ap,dqsp",14TH AIDA PANGLAO DEPTH GAMES September 2023,Depth Competition,2023-09-20,2023,9,15,4
3926,Komtanoo Pinpimai,THA,84,M,1,FIM,3,92.0,1.0,YELLOW,0.0,"No tag,under ap",14TH AIDA PANGLAO DEPTH GAMES September 2023,Depth Competition,2023-09-21,2023,9,16,5
3927,Komtanoo Pinpimai,THA,84,M,1,FIM,3,94.0,94.0,RED,0.0,Dqsp,AIDA Asian Freediving Cup 2024,Depth Competition,2024-05-28,2024,5,17,6
3928,Komtanoo Pinpimai,THA,84,M,1,CWT,1,110.0,110.0,WHITE,110.0,Ok,AIDA Asian Freediving Cup 2024,Depth Competition,2024-05-30,2024,5,18,12
3929,Komtanoo Pinpimai,THA,84,M,1,FIM,3,95.0,95.0,WHITE,95.0,Ok,AIDA Asian Freediving Cup 2024,Depth Competition,2024-06-02,2024,6,19,7
3930,Komtanoo Pinpimai,THA,84,M,1,CWT,1,114.0,100.0,YELLOW,85.0,"No tag,under ap",AIDA Asian Freediving Cup 2024,Depth Competition,2024-06-04,2024,6,20,13
3931,Konstantinos Maltezos,GRE,34,M,1,CWTB,2,33.0,24.0,YELLOW,14.0,No tag,AIDA Ionian sea depth competition,Depth Competition,2022-05-28,2022,5,1,1
3932,Kostas Charalambus,CYP,23,M,1,CWTB,2,40.0,40.0,WHITE,40.0,Ok,Cyprus Depth Games 2019.,Depth Competition,2019-07-25,2019,7,1,1
3933,Kostas Charalambus,CYP,23,M,1,FIM,3,28.0,28.0,WHITE,28.0,Ok,Cyprus Depth Games 2019.,Depth Competition,2019-07-25,2019,7,2,1
3934,Koutsoukis Vasilis,GRE,34,M,1,CWTB,2,60.0,60.0,WHITE,60.0,Ok,AIDA Ionian sea depth competition,Depth Competition,2022-05-28,2022,5,1,1
3935,Koyo Togei,JPN,48,M,1,CWT,1,67.0,67.0,WHITE,67.0,Ok,AIDA Volcano CUP,Depth Competition,2023-09-28,2023,9,1,1
3936,Koyo Togei,JPN,48,M,1,CWT,1,70.0,64.0,YELLOW,57.0,"UNDER AP,no tag",AIDA Volcano CUP,Depth Competition,2023-09-30,2023,9,2,2
3937,Kris Buhian,PHL,71,F,0,FIM,3,30.0,30.0,WHITE,30.0,Ok,AIDA Panglao Depth Championship - Event 1,Depth Competition,2021-05-06,2021,5,1,1
3938,Kris Buhian,PHL,71,F,0,CWT,1,35.0,35.0,WHITE,35.0,Ok,AIDA Panglao Depth Championship - Event 1,Depth Competition,2021-05-07,2021,5,2,1
3939,Kris Eriko Dela Cruz,PHL,71,M,1,FIM,3,50.0,50.0,WHITE,50.0,Ok,AIDA MABINI DEPTH QUEST — Lawom x Pacific Blue,Depth Competition,2024-10-31,2024,10,1,1
3940,Kris Eriko Dela Cruz,PHL,71,M,1,FIM,3,62.0,62.0,WHITE,62.0,Ok,AIDA MABINI DEPTH QUEST — Lawom x Pacific Blue,Depth Competition,2024-11-01,2024,11,2,2
3941,Kris Eriko Dela Cruz,PHL,71,M,1,CNF,0,30.0,30.0,WHITE,30.0,Ok,AIDA MABINI DEPTH QUEST — Lawom x Pacific Blue,Depth Competition,2024-11-02,2024,11,3,1
3942,Kris Eriko Dela Cruz,PHL,71,M,1,CWT,1,40.0,40.0,WHITE,40.0,Ok,AIDA MABINI DEPTH QUEST — Lawom x Pacific Blue,Depth Competition,2024-11-03,2024,11,4,1
3943,Kristian Mäki-Jussila,FIN,30,M,1,CWTB,2,45.0,39.0,YELLOW,32.0,"Rpap,no tag",Depth World Championship,Depth Competition,2021-09-24,2021,9,1,1
3944,Kristian Mäki-Jussila,FIN,30,M,1,FIM,3,38.0,38.0,WHITE,38.0,Ok,Depth World Championship,Depth Competition,2021-09-25,2021,9,2,1
3945,Kristian Mäki-Jussila,FIN,30,M,1,CNF,0,36.0,36.0,WHITE,36.0,Ok,Depth World Championship,Depth Competition,2021-09-27,2021,9,3,1
3946,Kristian Mäki-Jussila,FIN,30,M,1,CWT,1,40.0,40.0,WHITE,40.0,Ok,Depth World Championship,Depth Competition,2021-09-29,2021,9,4,1
3947,Kristina Zvaritch,USA,91,F,0,FIM,3,66.0,66.0,WHITE,66.0,Ok,17th AIDA Panglao Depth Games May 2024,Depth Competition,2024-05-13,2024,5,1,1
3948,Kristina Zvaritch,USA,91,F,0,CWT,1,63.0,63.0,WHITE,63.0,Ok,17th AIDA Panglao Depth Games May 2024,Depth Competition,2024-05-15,2024,5,2,1
3949,Kristupas Petrauskas,LTU,56,M,1,CWTB,2,37.0,37.0,WHITE,37.0,Ok,AIDA Swiss Freediving Championship 2023 - Depth Competition,Depth Competition,2023-09-16,2023,9,1,1
3950,Kristupas Petrauskas,LTU,56,M,1,CNF,0,25.0,25.0,WHITE,25.0,Ok,AIDA Swiss Freediving Championship 2023 - Depth Competition,Depth Competition,2023-09-16,2023,9,2,1
3951,Krisztian Dobo,HUN,39,M,1,CWTB,2,22.0,22.0,WHITE,22.0,Ok,Aida nOxyDepth 2023,Depth Competition,2023-08-24,2023,8,1,1
3952,Krystsina Cehiz,BLR,10,F,0,FIM,3,30.0,30.0,RED,0.0,Dqsp,NAC AIDA 2021,Depth Competition,2021-06-20,2021,6,1,1
3953,Kuan Yan,CHN,17,M,1,CWTB,2,20.0,20.0,WHITE,20.0,Ok,AIDA PANGLAO DEPTH GAMES,Depth Competition,2022-08-13,2022,8,1,1
3954,Kuan Yan,CHN,17,M,1,CWTB,2,28.0,28.0,WHITE,28.0,Ok,AIDA PANGLAO DEPTH GAMES,Depth Competition,2022-08-14,2022,8,2,2
3955,Kuan Yan,CHN,17,M,1,CWTB,2,38.0,38.0,WHITE,38.0,Ok,AIDA Panglao Depth Championship - Prelude,Depth Competition,2023-07-07,2023,7,3,3
3956,Kuan Yan,CHN,17,M,1,FIM,3,45.0,45.0,WHITE,45.0,Ok,AIDA Panglao Depth Championship - Prelude,Depth Competition,2023-07-08,2023,7,4,1
3957,Kuan Yan,CHN,17,M,1,FIM,3,50.0,50.0,WHITE,50.0,Ok,AIDA Panglao Depth Championship - Prelude,Depth Competition,2023-07-10,2023,7,5,2
3958,Kukjin Jung,KOR,51,M,1,FIM,3,28.0,26.0,YELLOW,23.0,"No tag,under ap",AIDA Panglao Depth games TAIWAN CUP 2022,Depth Competition,2022-12-19,2022,12,1,1
3959,Kukjin Jung,KOR,51,M,1,CWTB,2,30.0,30.0,WHITE,30.0,Ok,AIDA Panglao Depth games TAIWAN CUP 2022,Depth Competition,2022-12-21,2022,12,2,1
3960,Kunxiang Hong,TPE,85,M,1,CWTB,2,50.0,50.0,WHITE,50.0,Ok,AIDA Taiwanese Cup 2021,Depth Competition,2021-03-24,2021,3,1,1
3961,Kuo Chun Hung,TPE,85,M,1,CWT,1,68.0,7.0,YELLOW,0.0,"No tag,under ap",AIDA Panglao Depth Games TAIWAN CUP 2024,Depth Competition,2024-01-22,2024,1,1,1
3962,Kuo Chun Hung,TPE,85,M,1,CWT,1,68.0,58.0,RED,0.0,"No tag,under ap,dqsp",AIDA Panglao Depth Games TAIWAN CUP 2024,Depth Competition,2024-01-24,2024,1,2,2
3963,Kuo Chun Hung,TPE,85,M,1,CNF,0,50.0,43.0,RED,0.0,"No tag,under ap,dqbo-uw",AIDA Taiwanese Cup 2024,Depth Competition,2024-03-18,2024,3,3,1
3964,Kurt Chambers,USA,91,M,1,CWT,1,90.0,90.0,WHITE,90.0,Ok,Depth World Championship,Depth Competition,2022-05-28,2022,5,1,1
3965,Kurt Chambers,USA,91,M,1,CWT,1,106.0,106.0,WHITE,106.0,Ok,AIDA PANGLAO DEPTH GAMES,Depth Competition,2022-06-19,2022,6,2,2
3966,Kurt Chambers,USA,91,M,1,CWTB,2,100.0,100.0,WHITE,100.0,Ok,AIDA Panglao Depth Championship 2022,Depth Competition,2022-06-22,2022,6,3,1
